"","Reference","Gene.Symbol","Annotation","p.val_d1.d0","log2FC_d1.d0","d0","q.val_d1.d0","sig_d1.d0","p.val_d2.d0","log2FC_d2.d0","d1","q.val_d2.d0","sig_d2.d0","d2","p.val_anova","q.val_anova","anova_sig","p.val_d4.d0","log2FC_d4.d0","d4","q.val_d4.d0","sig_d4.d0","p.val_d6.d0","log2FC_d6.d0","d6","q.val_d6.d0","sig_d6.d0","p.val_d8.d0","log2FC_d8.d0","d8","q.val_d8.d0","sig_d8.d0","p.val_d10.d0","log2FC_d10.d0","d10","q.val_d10.d0","sig_d10.d0","p.val_d12.d0","log2FC_d12.d0","d12","q.val_d12.d0","sig_d12.d0","cluster","d0_1","d0_2","d1_1","d1_2","d2_1","d2_2","d4_1","d4_2","d6_1","d6_2","d8_1","d8_2","d10_1","d10_2","d12_1","d12_2","hotellingT2","ProtID","Compartment_ss"
"88","sp|Q9BZF1|OSBL8_HUMAN","OSBPL8","Oxysterol-binding protein-related protein 8 OS=Homo sapiens OX=9606 GN=OSBPL8 PE=1 SV=3",0.093573439587066,0.217601106199822,20.5098899853531,0.142420159371508,"n.s.",0.0589803159969872,0.141028092334821,20.727491091553,0.0822562613549859,"n.s.",20.650918077688,1.43999554034029e-08,6.6509513136795e-08,"sig",0.888700507471301,0.00620276373519957,20.5160927490883,0.897630083781914,"n.s.",0.000884603367076905,0.775291250620981,21.2851812359741,0.00494656928097015,"up",0.00161738104995823,0.743608287582926,21.2534982729361,0.00589868973583321,"up",0.00176493465784083,1.20991836561792,21.7198083509711,0.00599557230827195,"up",2.24363369553034e-05,1.52179498953346,22.0316849748866,0.0022294498043517,"up",7,20.5170196482929,20.5027603224134,20.7988325244003,20.6561496587056,20.6860579748847,20.6157781804913,20.5546007840521,20.4775847141246,21.263236109175,21.3071263627732,21.2244177212963,21.2825788245759,21.6694127531237,21.7702039488184,22.0327475520214,22.0306223977518,311.259851123512,"sp|Q9BZF1|OSBL8_HUMAN_OSBPL8","ER.Membrane"
"89","sp|P35610|SOAT1_HUMAN","SOAT1","Sterol O-acyltransferase 1 OS=Homo sapiens OX=9606 GN=SOAT1 PE=1 SV=3",0.000424861730440406,1.20150718876037,15.9912646949748,0.0176310392231718,"up",0.00105098183505998,1.80462966313802,17.1927718837352,0.00799988835163249,"up",17.7958943581129,7.3375565720948e-08,2.51918890253215e-07,"sig",0.000555466012147148,1.39848113381564,17.3897458287905,0.00478583669426723,"up",0.00067180165580998,1.61669434071836,17.6079590356932,0.00449645560899373,"up",0.0023277467832053,1.26635482140621,17.2576195163811,0.00702877084904288,"up",0.00301849697196913,1.36438863827218,17.355653333247,0.00794607378887731,"up",0.00154566153294137,1.38123465885671,17.3724993538316,0.0057449608708932,"up",5,16.0159534737883,15.9665759161614,17.1907239609378,17.1948198065326,17.7428039845999,17.8489847316258,17.4116026900607,17.3678889675203,17.574075063301,17.6418430080855,17.2016155850146,17.3136234477475,17.2846948166868,17.4266118498072,17.3240623595268,17.4209363481363,308.892211182946,"sp|P35610|SOAT1_HUMAN_SOAT1","ER.Membrane"
"90","sp|Q8NBQ5|DHB11_HUMAN","HSD17B11","Estradiol 17-beta-dehydrogenase 11 OS=Homo sapiens OX=9606 GN=HSD17B11 PE=1 SV=3",0.0251595499642346,0.253824504312611,20.0664480383095,0.0583760129007789,"n.s.",0.0142912855258247,0.369987083485853,20.3202725426221,0.0285396443622234,"n.s.",20.4364351217953,2.50380952025918e-08,1.03964617207688e-07,"sig",0.00499005314110669,0.685326909884147,20.7517749481936,0.0121108953972115,"up",0.00123652174505751,1.14683234699067,21.2132803853001,0.00559447001957003,"up",0.00386771008228807,1.14571553474232,21.2121635730518,0.00931893914754191,"up",0.00253505476882851,1.01720679898108,21.0836548372905,0.0072185601042564,"up",0.00227789037861066,1.03779245713485,21.1042404954443,0.00686081825640497,"up",2,20.0261538072691,20.1067422693498,20.3280583317737,20.3124867534705,20.4558120905748,20.4170581530158,20.7789361010056,20.7246137953816,21.2108929231849,21.2156678474153,21.2711804034526,21.153146742651,21.1154263465536,21.0518833280275,21.1331904700695,21.0752905208191,292.589634414519,"sp|Q8NBQ5|DHB11_HUMAN_HSD17B11","ER.Membrane.associated"
"91","sp|Q9BTV4|TMM43_HUMAN","TMEM43","Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1",0.787793366212803,0.0411456699453616,20.487434628369,0.817398279602719,"n.s.",0.585277106874755,-0.0443242779185731,20.5285802983144,0.615245686538373,"n.s.",20.4431103504504,5.44995476484837e-06,9.85254264786996e-06,"sig",0.0574521961425641,0.305995102283799,20.7934297306528,0.0742523898418996,"n.s.",0.0106146149466574,0.661766766302634,21.1492013946717,0.0187081235909996,"up",0.00920981134861396,0.912180535448993,21.399615163818,0.0164467711441371,"up",0.00575150148396421,0.902377124939626,21.3898117533086,0.0117852065334297,"up",0.0161413825959108,0.769564753696784,21.2569993820658,0.0249628358750713,"up",7,20.5561576780989,20.4187115786392,20.6435940854638,20.413566511165,20.4406299183714,20.4455907825295,20.8274650728037,20.7593943885019,21.1500565980042,21.1483461913391,21.454819886721,21.344410440915,21.3887083895682,21.3909151170491,21.3282250018893,21.1857737622423,291.675240346248,"sp|Q9BTV4|TMM43_HUMAN_TMEM43","ER.Membrane"
"92","sp|Q8TCT9|HM13_HUMAN","HM13","Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1",0.0301889396383674,0.409907411865589,21.5038970232455,0.0646685587990533,"n.s.",0.0398155147986367,0.453437392027404,21.9138044351111,0.060246059944786,"n.s.",21.9573344152729,1.33404917937343e-07,4.07809588249056e-07,"sig",0.673364263614147,-0.0367501398138828,21.4671468834316,0.692591797613838,"n.s.",0.0936360862988919,-0.231280844007017,21.2726161792385,0.111637562550534,"n.s.",0.0135385414906567,-0.623347468692707,20.8805495545528,0.0217345758935426,"down",0.00976384833816189,-0.84679072080484,20.6571063024407,0.0171041090410551,"down",0.0105709680079321,-0.726407109154685,20.7774899140908,0.0181609734555987,"down",1,21.5725768042843,21.4352172422067,21.9381942522845,21.8894146179377,22.0204660132031,21.8942028173427,21.4977601643573,21.436533602506,21.305701731467,21.2395306270099,20.8550065811307,20.9060925279749,20.6082372034672,20.7059754014141,20.7466556544997,20.8083241736819,285.424266122992,"sp|Q8TCT9|HM13_HUMAN_HM13","ER.Membrane"
"93","sp|Q9UHG3|PCYOX_HUMAN","PCYOX1","Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3",0.00469554990674942,0.223079654546915,21.1051932913528,0.0262762033455983,"n.s.",0.00186396167535822,0.343696766864479,21.3282729458997,0.00948531368960838,"n.s.",21.4488900582173,2.13553411715466e-06,4.31953496555967e-06,"sig",0.00229130018060952,0.800384816326137,21.905578107679,0.00816163578960415,"up",0.00047394966816446,1.19884148545137,22.3040347768042,0.00410139627755932,"up",0.0028312950600884,1.0191293243155,22.1243226156683,0.00777032529029419,"up",0.0056637113858845,0.992515818406815,22.0977091097596,0.0116717008178716,"up",0.0114887470672294,1.25310832179508,22.3583016131479,0.0192779927011254,"up",2,21.0911235658439,21.1192630168618,21.3343861169749,21.3221597748246,21.4441104081456,21.453669708289,21.8698717159894,21.9412844993686,22.2820416468978,22.3260279067106,22.0718323159729,22.1768129153637,22.0240269927784,22.1713912267409,22.2235487848764,22.4930544414194,282.937083424256,"sp|Q9UHG3|PCYOX_HUMAN_PCYOX1","ER.Membrane.associated"
"94","sp|Q9NRP0|OSTC_HUMAN","OSTC","Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1",0.015444035637095,0.612856187425809,17.7240508638268,0.0446379116975837,"up",0.0191291967764966,0.817323905808106,18.3369070512526,0.0349173490473621,"up",18.5413747696349,3.77767521724146e-05,5.62099866661832e-05,"sig",0.0195827280252197,0.452231849100535,18.1762827129273,0.0305913776252302,"n.s.",0.958015863907398,-0.00372026072882292,17.720330603098,0.961240383412193,"n.s.",0.00237428450066311,0.747358504552093,18.4714093683789,0.0070998580104575,"up",0.00190578691598743,0.71640078460511,18.4404516484319,0.00622139580804884,"up",0.0107941039683794,0.642577472073615,18.3666283359004,0.0184562952544778,"up",5,17.6928882207468,17.7552135069067,18.2664318290633,18.4073822734419,18.4309945470706,18.6517549921992,18.1201167557046,18.2324486701501,17.6660357271936,17.7746254790024,18.4903770182875,18.4524417184703,18.4435821553201,18.4373211415437,18.4262861418899,18.306970529911,274.440331754571,"sp|Q9NRP0|OSTC_HUMAN_OSTC","ER.Membrane"
"95","sp|P36897|TGFR1_HUMAN","TGFBR1","TGF-beta receptor type-1 OS=Homo sapiens OX=9606 GN=TGFBR1 PE=1 SV=1",0.000936510551156868,0.630048314032585,17.2031925073128,0.0183946799986208,"up",0.000487856809859202,1.06736787191861,17.8332408213453,0.00688722173117292,"up",18.2705603792314,3.9388166489848e-10,4.49266258696258e-09,"sig",0.000237762548843613,1.21435054277453,18.4175430500873,0.00405804941317625,"up",0.000672437189608966,1.46362942940958,18.6668219367223,0.00449645560899373,"up",0.00105666146284148,1.39303223239658,18.5962247397093,0.00498082788782147,"up",0.000183668715466629,1.46095226362976,18.6641447709425,0.00308061143741584,"up",0.000365153407432163,1.45093585789766,18.6541283652104,0.00360359726855143,"up",2,17.2216702682594,17.1847147463662,17.8276862478307,17.83879539486,18.2852158221583,18.2559049363044,18.420594823612,18.4144912765626,18.6336477141784,18.6999961592663,18.637604922378,18.5548445570407,18.6570244134518,18.6712651284332,18.6748097575946,18.6334469728263,267.449170300668,"sp|P36897|TGFR1_HUMAN_TGFBR1","ER.Membrane"
"96","sp|Q6NUK4|REEP3_HUMAN","REEP3","Receptor expression-enhancing protein 3 OS=Homo sapiens OX=9606 GN=REEP3 PE=1 SV=1",0.00322545062409735,0.259665797752845,18.5344316748061,0.0230261611627415,"n.s.",0.000887194375955944,0.456513380992494,18.7940974725589,0.0075621508790801,"n.s.",18.9909450557986,1.98846793577282e-08,8.595152652378e-08,"sig",0.000113922650192233,0.622350278601044,19.1567819534071,0.00377570672778767,"up",0.00360434074527703,1.08353105049076,19.6179627252969,0.00934318612981108,"up",0.000414447121656955,1.1836841969293,19.7181158717354,0.00372073305372779,"up",0.00195162779714701,1.14197389642776,19.6764055712339,0.00628203601304929,"up",0.000473507148177068,1.20416807671076,19.7385997515169,0.00378993752521371,"up",7,18.535947526181,18.5329158234312,18.7793923974859,18.808802547632,18.977423080568,19.0044670310291,19.1503140138662,19.1632498929481,19.552752836608,19.6831726139858,19.694058675677,19.7421730677938,19.6259050890809,19.7269060533868,19.7124313477119,19.7647681553218,258.846353924524,"sp|Q6NUK4|REEP3_HUMAN_REEP3","ER.high.curvature"
"97","sp|O75477|ERLN1_HUMAN","ERLIN1","Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2",0.000531962358286104,0.986367974878309,19.8773875275626,0.017856195867424,"up",0.00133830710541511,1.26419122955808,20.8637555024409,0.0086256437823287,"up",21.1415787571206,8.07986949921113e-10,7.56776509433156e-09,"sig",0.000368480336447159,1.16887170143516,21.0462592289977,0.00437895141898046,"up",0.000753980494097818,1.05493699812299,20.9323245256856,0.00465089108331206,"up",0.00121630145599516,0.788053738274048,20.6654412658366,0.0052723264137627,"up",0.00392606419500164,0.527993723184462,20.405381250747,0.00922555720733602,"n.s.",0.00516072842146299,0.309431627972199,20.1868191555348,0.0110295419539054,"n.s.",5,19.8996337704221,19.855141284703,20.8589517831389,20.8685592217429,21.1821775373222,21.1009799769191,21.0492296515618,21.0432888064337,20.9137462172936,20.9509028340776,20.6492596980219,20.6816228336513,20.3807625170893,20.4299999844048,20.1850626405745,20.1885756704951,256.051923639271,"sp|O75477|ERLN1_HUMAN_ERLIN1","ER.Membrane"
"98","sp|Q9BVK2|ALG8_HUMAN","ALG8","Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG8 PE=1 SV=2",0.552908827723305,-0.0342316590881815,20.4351479514131,0.603922913193225,"n.s.",0.520286272646912,0.0261696399269482,20.4009162923249,0.552233114882385,"n.s.",20.46131759134,2.0730678416416e-07,5.862502941116e-07,"sig",0.0229044177961349,-0.378745451557251,20.0564024998558,0.0347915456214521,"n.s.",0.00321514888820367,-0.56920379408626,19.8659441573268,0.00873806893112627,"n.s.",0.00181551527818812,-0.87484575875428,19.5603021926588,0.00627373128652214,"down",0.0073417190433218,-0.842584324008641,19.5925636274044,0.0139101605301688,"down",0.00386342595709699,-0.934852520703011,19.5002954307101,0.00919584730151528,"down",1,20.4027947340509,20.4675011687753,20.3648817693851,20.4369508152646,20.47125934111,20.45137584157,20.007871110759,20.1049338889526,19.8659618608619,19.8659264537917,19.5416856297961,19.5789187555214,19.5275753368933,19.6575519179156,19.4518250717376,19.5487657896825,251.510916575598,"sp|Q9BVK2|ALG8_HUMAN_ALG8","ER.Lumen"
"99","sp|Q8NBI6|XXLT1_HUMAN","XXYLT1","Xyloside xylosyltransferase 1 OS=Homo sapiens OX=9606 GN=XXYLT1 PE=1 SV=1",0.0986291364583035,-0.134162084041328,20.0671626664598,0.148106515599072,"n.s.",0.0695248673129008,0.157800329595545,19.9330005824184,0.094141223278302,"n.s.",20.2249629960553,6.11957015961191e-08,2.17174400779331e-07,"sig",0.00831517389219571,0.461708283831715,20.5288709502915,0.0167026697287355,"n.s.",0.0041221587621657,0.768635087387239,20.835797753847,0.0101062787138166,"up",0.00406408264224263,0.804488644452636,20.8716513109124,0.00958897228225642,"up",0.00676576967262944,0.85632485209797,20.9234875185577,0.0131553067454921,"up",0.00397272251518672,0.812435974107515,20.8795986405673,0.00934790042019303,"up",7,20.1084646932502,20.0258606396693,19.9137283063715,19.9522728584654,20.2399378527876,20.209988139323,20.5194325897716,20.5383093108114,20.8630861255334,20.8085093821606,20.8409829759344,20.9023196458904,20.8659876269728,20.9809874101427,20.8490690486128,20.9101282325218,250.719339259584,"sp|Q8NBI6|XXLT1_HUMAN_XXYLT1","ER.Membrane"
"100","sp|Q08380|LG3BP_HUMAN","LGALS3BP","Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1",0.317932630881567,-0.233507944724916,15.610844966639,0.377359533964887,"n.s.",0.0289455518741299,-0.670740031288567,15.3773370219141,0.0471852894847425,"down",14.9401049353505,0.000356206727283276,0.000446161570177328,"sig",0.000951926842722663,-1.22448916025714,14.3863558063819,0.00567705108919505,"down",0.00661998475916788,-1.16136465865249,14.4494803079865,0.0135640467060386,"down",0.00144563602096819,-0.960387285049951,14.6504576815891,0.00565002110823871,"down",0.00367643511378929,-0.802014693881386,14.8088302727576,0.00884821312881637,"down",0.0511451027742422,-0.818902168134752,14.7919427985043,0.0650698180255075,"n.s.",3,15.6473164709224,15.5743734623556,15.5505701168126,15.2041039270156,15.0509212533881,14.8292886173128,14.3763976910911,14.3963139216727,14.5371621433422,14.3617984726308,14.6479879351168,14.6529274280614,14.8411987602471,14.7764617852682,14.9811270654585,14.60275853155,249.841891233228,"sp|Q08380|LG3BP_HUMAN_LGALS3BP","ER.Lumen"
"101","sp|P48449|LSS_HUMAN","LSS","Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1",0.011629191435769,0.318990751356715,20.8441847930957,0.038433750891622,"n.s.",0.00272419623164255,0.67040519747426,21.1631755444524,0.0113210459554893,"up",21.51458999057,4.09886739165658e-09,2.5042196891075e-08,"sig",0.0976863638746316,-0.112947044279345,20.7312377488163,0.117963209344348,"n.s.",0.0150729238365727,-0.306877618643846,20.5373071744518,0.0240704385746729,"n.s.",0.477214586821263,-0.0355638934942419,20.8086208996015,0.499941844773367,"n.s.",0.549198075749959,-0.0246668710043636,20.8195179220913,0.569966070211092,"n.s.",0.0462522283148361,-0.166447323082785,20.6777374700129,0.0597292031150026,"n.s.",1,20.8786616925775,20.8097078936139,21.1671302204871,21.1592208684177,21.5082075101609,21.520972470979,20.7148912729071,20.7475842247256,20.5535420089852,20.5210723399185,20.8308207346806,20.7864210645223,20.8215508286952,20.8174850154875,20.6914293608306,20.6640455791952,247.78217960931,"sp|P48449|LSS_HUMAN_LSS","ER.Membrane.associated"
"102","sp|Q9H173|SIL1_HUMAN","SIL1","Nucleotide exchange factor SIL1 OS=Homo sapiens OX=9606 GN=SIL1 PE=1 SV=1",0.0119790024245302,0.608010189673799,14.8783859314249,0.0391093838129164,"up",0.00071043099748697,1.20725527333828,15.4863961210987,0.00718666712880256,"up",16.0856412047632,6.33102857382657e-05,9.00785747543297e-05,"sig",0.00981553288054383,1.3248475621238,16.2032334935487,0.0186331316979142,"up",0.0263368575220734,1.0559741692064,15.9343601006313,0.0374908831349127,"up",0.00508903259553385,1.39008756476859,16.2684734961935,0.0109633730486145,"up",0.00430164543656827,1.02052712978432,15.8989130612092,0.00978061144081568,"up",0.00174989765072163,0.782226576703689,15.6606125081286,0.00600697814594176,"up",2,14.9103029559901,14.8464689068597,15.4273155063411,15.5454767358563,16.0814178751369,16.0898645343895,16.331556343745,16.0749106433524,16.1062651656818,15.7624550355808,16.362763693859,16.174183298528,15.95799297772,15.8398331446984,15.6680182631455,15.6532067531117,247.522649039516,"sp|Q9H173|SIL1_HUMAN_SIL1","ER.Lumen"
"103","sp|Q8NBJ5|GT251_HUMAN","COLGALT1","Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1",0.0206177043314802,0.407927492166305,18.7458995817155,0.0520836599920058,"n.s.",0.00322558254528706,0.74945463770986,19.1538270738818,0.0122167878785785,"up",19.4953542194254,2.05029783888984e-07,5.8179445203408e-07,"sig",0.00293165838949855,0.76073575074706,19.5066353324626,0.00911459695145303,"up",0.00382354359437188,0.823560727771181,19.5694603094867,0.0096848914073674,"up",0.00161826917430141,1.5494031688058,20.2953027505213,0.00589868973583321,"up",0.00542272764902119,1.55351834996433,20.2994179316798,0.0113454696335402,"up",0.00218235056945058,1.24671785609205,19.9926174378076,0.00672599667483075,"up",2,18.7053218036617,18.7864773597693,19.1103135228198,19.1973406249438,19.4821633062147,19.508545132636,19.5142208495766,19.4990498153485,19.6004719330937,19.5384486858797,20.3427136429111,20.2478918581315,20.4068794953218,20.1919563680379,20.0345294833036,19.9507053923115,243.990399632728,"sp|Q8NBJ5|GT251_HUMAN_COLGALT1","ER.Lumen"
"104","sp|O00469|PLOD2_HUMAN","PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2",0.00308541374775286,1.32069945688103,18.3883901973508,0.0228322039509458,"up",0.00280364831523284,1.36185715847769,19.7090896542318,0.0114072586617602,"up",19.7502473558285,4.16492932601009e-06,7.76321992741639e-06,"sig",0.00242321683028157,1.32258653655481,19.7109767339056,0.00839816580543539,"up",0.00327404270114515,1.17634054863415,19.5647307459849,0.00883398849918845,"up",0.00403825095025682,1.55935221775184,19.9477424151026,0.00955863960940141,"up",0.00288777697270421,1.25064528057421,19.639035477925,0.00776752704699063,"up",0.045961265782193,0.757883588532152,19.1462737858829,0.0594101588945961,"n.s.",5,18.3232238030683,18.4535565916332,19.6750297800418,19.7431495284219,19.7190209111449,19.7814738005121,19.7137288685676,19.7082245992436,19.5822302788922,19.5472312130777,19.8726926324432,20.0227921977621,19.6220121625464,19.6560587933036,18.9910601511316,19.3014874206342,240.607193606368,"sp|O00469|PLOD2_HUMAN_PLOD2","ER.Lumen"
"105","sp|Q12981|SEC20_HUMAN","BNIP1","Vesicle transport protein SEC20 OS=Homo sapiens OX=9606 GN=BNIP1 PE=1 SV=3",0.411318553496177,0.0827415430487974,15.5031005813836,0.467589442161795,"n.s.",0.0272231439597424,0.233240938770718,15.5858421244324,0.0450660090488516,"n.s.",15.7363415201543,1.64735559143442e-06,3.43497083645696e-06,"sig",0.033657602319169,0.346449241687079,15.8495498230707,0.0474201388606936,"n.s.",0.0465011893548489,0.328984947401707,15.8320855287853,0.0604970326520194,"n.s.",0.00326529057681709,1.0757042363611,16.5788048177447,0.00847597560301227,"up",0.00182594754154364,0.847777812029136,16.3508783934127,0.00609402624832441,"up",0.00353639806823635,0.671483007415588,16.1745835887992,0.00875009888071826,"up",7,15.4676376712829,15.5385634914842,15.6579324609731,15.5137517878917,15.7194268838163,15.7532561564923,15.9042829571852,15.7948166889561,15.76766958156,15.8965014760106,16.6291969431278,16.5284126923616,16.3585166799916,16.3432401068339,16.1559985172764,16.1931686603219,240.336272088947,"sp|Q12981|SEC20_HUMAN_BNIP1","ER.Membrane"
"106","sp|O60427|FADS1_HUMAN","FADS1","Acyl-CoA (8-3)-desaturase OS=Homo sapiens OX=9606 GN=FADS1 PE=1 SV=3",0.111523366157688,-0.242110683736282,18.1793013387798,0.162911583897015,"n.s.",0.168064724348875,-0.180830977924352,17.9371906550436,0.19969527255256,"n.s.",17.9984703608555,5.66456368886307e-06,1.01936205433433e-05,"sig",0.00661190501235548,-0.957217438267399,17.2220839005124,0.0143864609979904,"down",0.0156078973972208,-0.619199941393045,17.5601013973868,0.0246944130671621,"down",0.611993128254382,-0.0525058260807363,18.1267955126991,0.632327069888745,"n.s.",0.115100573618392,-0.209452237542806,17.969849101237,0.13370659217025,"n.s.",0.10666492335288,-0.296732125654387,17.8825692131255,0.124576906563854,"n.s.",3,18.2568735100037,18.101729167556,17.8947390668839,17.9796422432032,17.9630342130669,18.0339065086441,17.2321554415927,17.2120123594322,17.5705815971775,17.5496211975961,18.1687494793834,18.0848415460148,17.9775924036618,17.9621057988122,17.9541474056124,17.8109910206385,234.449876526512,"sp|O60427|FADS1_HUMAN_FADS1","ER.Membrane"
"107","sp|O15270|SPTC2_HUMAN","SPTLC2","Serine palmitoyltransferase 2 OS=Homo sapiens OX=9606 GN=SPTLC2 PE=1 SV=1",0.053189454888814,-0.158014184370316,18.7073976193463,0.0943286002768582,"n.s.",0.00309763862104929,-0.572549019481549,18.549383434976,0.0119628644333016,"n.s.",18.1348485998648,5.7160185829163e-06,1.02776582049317e-05,"sig",0.000723200458452122,-1.07163790487413,17.6357597144722,0.0052322743319193,"down",0.0104094500634906,-0.968366078107692,17.7390315412386,0.018451854787549,"down",0.00276111071625957,-0.626131659502803,18.0812659598435,0.00766325896064451,"down",0.000101713864310512,-0.844550770015267,17.8628468493311,0.0028730752923461,"down",0.0123966032228866,-0.881495961392311,17.825901657954,0.0204130335827256,"down",1,18.7008690978165,18.7139261408761,18.5867925868461,18.5119742831059,18.1661145634114,18.1035826363181,17.6638454631984,17.607673965746,17.8383956165361,17.6396674659412,18.1135823085941,18.0489496110929,17.8683184595567,17.8573752391054,17.727047730491,17.924755585417,233.842286059656,"sp|O15270|SPTC2_HUMAN_SPTLC2","ER.Membrane"
"108","sp|O95573|ACSL3_HUMAN","ACSL3","Fatty acid CoA ligase Acsl3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3",0.163285579323292,0.092296405416711,23.661536745569,0.219868179574928,"n.s.",0.0185912298325099,-0.16547725593334,23.7538331509857,0.0341808124744487,"n.s.",23.4960594896357,1.32974517316158e-09,1.08574649956335e-08,"sig",0.000891591894930508,-0.788488157642316,22.8730485879267,0.00554927971654977,"down",0.0010066503414706,-0.800663259282103,22.8608734862869,0.00526864619189871,"down",0.000860040492996459,-0.710647858905983,22.950888886663,0.00462695596774775,"down",0.00153801974548995,-0.627397485863138,23.0341392597059,0.00559132914203559,"down",0.00125225338566865,-0.853924198868441,22.8076125467006,0.00527056013588389,"down",1,23.6408833883282,23.6821901028098,23.71644240765,23.7912238943215,23.5059121128268,23.4862068664446,22.8843841882645,22.8617129875889,22.8756970992988,22.8460498732751,22.953776407455,22.9480013658711,23.0207137084842,23.0475648109276,22.8297096779968,22.7855154154044,231.717466658061,"sp|O95573|ACSL3_HUMAN_ACSL3","ER.Membrane"
"109","sp|Q9Y6I9|TX264_HUMAN","TEX264","Testis-expressed protein 264 OS=Homo sapiens OX=9606 GN=TEX264 PE=1 SV=1",0.192656526807615,0.16286438538836,17.6386657608626,0.250592670781368,"n.s.",0.0511934618504517,0.369785514642494,17.8015301462509,0.0733165021994124,"n.s.",18.0084512755051,3.72373370041389e-07,9.60013117249978e-07,"sig",0.010935127785432,0.57007696557686,18.2087427264394,0.0201197799799302,"n.s.",0.00704977734926688,0.721469656118007,18.3601354169806,0.0141338880297802,"up",0.00620922256976874,0.990220941629246,18.6288867024918,0.0124055301861915,"up",0.00298686626680789,1.13976245485929,18.7784282157219,0.00790368950443679,"up",0.00272362886584819,1.21998985656236,18.8586556174249,0.00754746728555685,"up",7,17.5812665082134,17.6960650135117,17.739965830285,17.8630944622169,18.0738908102375,17.9430117407726,18.2265826145091,18.1909028383698,18.3397875124407,18.3804833215205,18.5754930632509,18.6822803417327,18.7538743314702,18.8029820999735,18.8308036976706,18.8865075371792,227.583515059002,"sp|Q9Y6I9|TX264_HUMAN_TEX264","ER.Receptors"
"110","sp|Q5VV42|CDKAL_HUMAN","CDKAL1","Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Homo sapiens OX=9606 GN=CDKAL1 PE=1 SV=1",0.0264447588801328,-0.190836603635745,19.794834796827,0.0600556260292047,"n.s.",0.0136204337512459,-0.212460839045406,19.6039981931912,0.0277030045710919,"n.s.",19.5823739577816,2.00218035706457e-09,1.47184091724687e-08,"sig",0.000975413074651825,-0.612446750770168,19.1823880460568,0.00572856387932407,"down",0.00189195696087625,-0.832049498191765,18.9627852986352,0.00675272711140883,"down",0.00152546249048368,-0.868034450096406,18.9268003467306,0.00577533036566073,"down",0.000911070813928029,-1.03794242917805,18.7568923676489,0.00460163206366348,"down",0.000556100032992402,-1.16330976435929,18.6315250324677,0.00395595153307606,"down",1,19.7757041686654,19.8139654249886,19.578765355711,19.6292310306715,19.5661988729594,19.5985490426038,19.1830390148746,19.1817370772391,18.9320028444865,18.9935677527839,18.8987634819702,18.9548372114909,18.7320552795781,18.7817294557198,18.6512027274325,18.6118473375029,227.489532651725,"sp|Q5VV42|CDKAL_HUMAN_CDKAL1","ER.Membrane"
"111","sp|Q96N66|MBOA7_HUMAN","MBOAT7","Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2",0.157743732670595,0.189516036322956,17.3740339390131,0.213939318540378,"n.s.",0.915196667648764,-0.00313322659149406,17.563549975336,0.923854800103745,"n.s.",17.3709007124216,2.30119231325805e-05,3.58788720311943e-05,"sig",0.00253431491902209,-0.73645849751064,16.6375754415024,0.00857254009897729,"down",0.0910526450475093,-0.280499596591781,17.0935343424213,0.108894424923555,"n.s.",0.16740626141755,0.0802135521919638,17.454247491205,0.187586147758227,"n.s.",0.209999531380337,0.105468381101979,17.4795023201151,0.232124529955634,"n.s.",0.986971720301538,-0.00084016897994843,17.3731937700331,0.988000292034135,"n.s.",8,17.3997830193358,17.3482848586903,17.6453641459173,17.4817358047547,17.3670776527718,17.3747237720713,16.6108029357259,16.664347947279,17.1807892812355,17.0062794036071,17.4818291145282,17.4266658678818,17.4276671876627,17.5313374525674,17.4108234035979,17.3355641364684,227.130515055256,"sp|Q96N66|MBOA7_HUMAN_MBOAT7","ER.Membrane"
